Device ID,Data Added,Humidity,API Humidity,Temperature,API Temperature,Heat Index,Soil Moisture,Soil Moisture Raw Value,Soil Temp,Soil_EC Raw,API Wind Speed,API Wind Direction,Signal Strength,API Key,N_For_User,P_For_User,K_For_User,Nitrogen,Phosphorus,Potassium,N_From_Admin,P_From_Admin,K_From_Admin,N_From_EC,P_From_EC,K_From_EC,ETo,ETc,E_D,Salinity,TDS,Battery Voltage,Water Required,PH
170,15-Jul-2024 10:21 am,73.19,31.00,40.05,40.39,75.39,11.00,11.00,72.20,65,1.38,347.00,27.00,220608001,77.43,22.79,53.89,-5,-5,-5,1,1,0,5.96,11.39,13.40,0,0,0,low,41.6,8.63,Yes,0.00
170,14-Jul-2024 10:34 am,78.58,40.00,39.46,38.72,77.85,11.00,11.00,72.10,65,3.90,191.00,27.00,220608001,77.43,22.79,53.89,-5,-5,-5,1,1,0,5.96,11.39,13.40,0,0,0,low,41.6,8.63,Yes,0.00
170,13-Jul-2024 11:24 am,82.99,43.00,36.77,36.73,67.43,11.00,11.00,72.10,65,2.70,161.00,27.00,220608001,77.43,22.79,53.89,-5,-5,-5,1,1,0,5.96,11.39,13.40,0,0,0,low,41.6,8.57,Yes,0.00
170,12-Jul-2024 10:22 am,77.66,39.00,38.15,37.25,69.89,11.00,11.00,72.20,65,9.52,196.00,24.00,220608001,77.43,22.79,53.89,-5,-5,-5,1,1,0,5.96,11.39,13.40,0,0,0,low,41.6,8.74,Yes,0.00
170,11-Jul-2024 10:23 am,71.66,30.00,39.35,40.92,70.31,10.90,10.90,72.30,65,8.28,216.00,27.00,220608001,77.43,22.79,53.89,-5,-5,-5,1,1,0,5.96,11.39,13.40,0,0,0,low,41.6,8.72,Yes,0.00
170,10-Jul-2024 10:15 am,74.54,33.00,40.49,39.34,79.20,10.90,10.90,72.10,63,3.32,213.00,27.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,8.68,Yes,0.00
170,09-Jul-2024 10:12 am,75.16,33.00,40.27,40.01,78.67,10.90,10.90,72.00,63,1.37,159.00,27.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,8.68,Yes,0.00
170,07-Jul-2024 11:43 am,82.68,40.00,36.87,38.94,67.69,10.80,10.80,72.00,63,2.74,121.00,29.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,8.96,Yes,0.00
170,06-Jul-2024 11:01 am,80.83,41.00,37.95,37.67,71.78,10.80,10.80,72.10,63,7.60,197.00,27.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,9.01,Yes,0.00
170,05-Jul-2024 10:58 am,76.03,33.00,38.66,40.09,70.99,10.90,10.90,72.20,63,7.58,212.00,26.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,9.01,Yes,0.00
170,04-Jul-2024 10:38 am,76.35,38.00,39.50,39.48,75.74,10.90,10.90,72.20,63,7.21,201.00,27.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,9.01,Yes,0.00
170,03-Jul-2024 10:16 am,77.57,39.00,37.97,38.57,68.89,11.00,11.00,72.10,63,6.96,208.00,26.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,8.96,Yes,0.00
170,02-Jul-2024 10:09 am,74.05,40.00,39.63,39.30,74.08,11.10,11.10,72.10,63,6.65,213.00,26.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,8.95,Yes,0.00
170,01-Jul-2024 10:20 am,77.14,39.00,38.79,39.46,72.74,11.20,11.20,72.00,63,6.23,210.00,26.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,8.92,Yes,0.00
170,30-Jun-2024 10:12 am,80.27,43.00,38.15,38.63,72.34,11.20,11.20,71.90,63,5.23,210.00,27.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,8.94,Yes,0.00
170,29-Jun-2024 10:13 am,78.25,41.00,38.59,38.15,72.76,11.20,11.20,71.90,62,6.61,224.00,28.00,220608001,137.25,20.12,47.57,-5,-5,-5,1,1,0,10.56,10.06,11.83,0,0,0,low,39.68,8.94,Yes,0.00
170,28-Jun-2024 10:24 am,76.41,40.00,39.01,38.18,73.19,11.30,11.30,71.90,63,2.80,127.00,28.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,8.95,Yes,0.00
170,27-Jun-2024 10:30 am,73.54,23.00,41.51,43.49,83.75,11.40,11.40,71.90,63,2.68,102.00,27.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,8.97,Yes,0.00
170,26-Jun-2024 11:42 am,72.68,17.00,43.30,45.42,93.13,11.60,11.60,71.90,63,2.14,129.00,27.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,8.97,Yes,0.00
170,26-Jun-2024 07:39 am,74.95,45.00,39.22,36.89,72.84,11.30,11.30,71.80,63,5.95,207.00,28.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,8.96,Yes,0.00
170,25-Jun-2024 10:03 am,75.22,19.00,43.06,42.56,95.13,11.50,11.50,71.70,63,0.88,111.00,26.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,8.98,Yes,0.00
170,24-Jun-2024 10:02 am,74.03,18.00,40.73,41.92,79.95,11.50,11.50,71.60,63,2.13,149.00,26.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,8.97,Yes,0.00
170,23-Jun-2024 10:13 am,74.22,22.00,41.51,40.53,84.56,11.50,11.50,71.50,63,2.32,24.00,27.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,8.98,Yes,0.00
170,22-Jun-2024 10:19 am,78.39,26.00,39.52,38.76,77.99,11.50,11.50,71.10,63,1.91,165.00,28.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,8.95,Yes,0.00
170,20-Jun-2024 10:17 am,83.23,38.00,38.05,37.00,74.64,11.70,11.70,71.60,63,6.13,188.00,26.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,9.14,Yes,0.00
170,19-Jun-2024 10:03 am,84.22,39.00,37.12,37.90,70.39,11.60,11.60,71.40,63,7.38,199.00,14.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,9.16,Yes,0.00
170,18-Jun-2024 09:59 am,79.90,33.00,37.57,38.05,68.92,11.70,11.70,71.30,63,8.69,215.00,25.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,9.18,Yes,0.00
170,17-Jun-2024 10:01 am,77.02,30.00,39.43,39.37,76.05,11.70,11.70,71.20,63,7.61,220.00,26.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,9.15,Yes,0.00
170,16-Jun-2024 09:58 am,81.84,26.00,39.00,41.24,78.67,11.60,11.60,71.10,63,6.04,210.00,26.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,9.15,Yes,0.00
170,15-Jun-2024 10:01 am,86.49,34.00,37.30,37.29,73.49,11.70,11.70,71.10,65,7.11,200.00,29.00,220608001,77.43,22.79,53.89,-5,-5,-5,1,1,0,5.96,11.39,13.40,0,0,0,low,41.6,9.15,Yes,0.00
170,14-Jun-2024 09:58 am,85.95,28.00,36.84,38.99,70.39,11.80,11.80,71.00,65,7.69,210.00,27.00,220608001,77.43,22.79,53.89,-5,-5,-5,1,1,0,5.96,11.39,13.40,0,0,0,low,41.6,9.15,Yes,0.00
170,13-Jun-2024 09:57 am,82.78,30.00,37.71,38.10,72.31,11.80,11.80,70.90,65,7.94,217.00,27.00,220608001,77.43,22.79,53.89,-5,-5,-5,1,1,0,5.96,11.39,13.40,0,0,0,low,41.6,9.16,Yes,0.00
170,12-Jun-2024 09:57 am,78.74,22.00,39.74,40.55,79.61,11.80,11.80,70.70,65,7.22,208.00,28.00,220608001,77.43,22.79,53.89,-5,-5,-5,1,1,0,5.96,11.39,13.40,0,0,0,low,41.6,9.17,Yes,0.00
170,11-Jun-2024 09:59 am,76.87,17.00,40.72,41.81,83.14,11.80,11.80,70.50,63,5.63,209.00,27.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,9.17,Yes,0.00
170,10-Jun-2024 10:01 am,75.86,24.00,39.65,38.60,76.04,11.70,11.70,70.30,63,2.72,204.00,29.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,9.17,Yes,0.00
170,09-Jun-2024 10:05 am,82.57,24.00,38.91,38.58,78.92,11.70,11.70,69.80,63,2.53,97.00,29.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,9.12,Yes,0.00
170,08-Jun-2024 11:25 am,88.06,19.00,36.13,39.12,68.29,11.70,11.70,69.80,63,1.83,236.00,29.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,9.16,Yes,0.00
170,07-Jun-2024 10:31 am,82.13,17.00,38.87,41.26,78.22,11.90,11.90,69.90,63,5.27,213.00,29.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,9.21,Yes,0.00
170,06-Jun-2024 10:39 am,86.04,35.00,39.14,38.47,84.09,11.90,11.90,69.80,63,3.56,190.00,30.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,9.21,Yes,0.00
170,05-Jun-2024 10:12 am,89.24,36.00,36.63,36.99,72.16,11.80,11.80,69.60,63,7.45,200.00,28.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,9.20,Yes,0.00
170,04-Jun-2024 10:04 am,77.85,20.00,39.59,39.89,77.80,11.80,11.80,69.40,63,10.08,210.00,28.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,9.20,Yes,0.00
170,03-Jun-2024 10:08 am,75.70,22.00,40.32,40.61,79.54,11.80,11.80,69.20,63,6.76,235.00,26.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,9.21,Yes,0.00
170,02-Jun-2024 10:12 am,76.72,33.00,40.78,38.96,83.31,11.80,11.80,69.00,63,5.98,215.00,28.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,9.21,Yes,0.00
170,01-Jun-2024 10:07 am,79.39,26.00,38.93,37.34,75.74,11.80,11.80,68.60,63,5.97,199.00,28.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,9.21,Yes,0.00
170,31-May-2024 12:16 pm,68.78,15.00,44.94,44.15,97.51,11.90,11.90,68.70,63,7.21,216.00,29.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,9.21,Yes,0.00
170,31-May-2024 08:13 am,80.24,44.00,36.60,33.97,64.28,11.70,11.70,68.40,63,9.32,217.00,27.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,9.20,Yes,0.00
170,30-May-2024 09:57 am,71.67,13.00,40.90,41.70,78.25,11.70,11.70,68.20,63,4.75,213.00,28.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,9.21,Yes,0.00
170,29-May-2024 09:54 am,61.23,5.00,43.45,44.71,79.36,11.90,11.90,68.00,63,5.73,18.00,28.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,9.22,Yes,0.00
170,28-May-2024 10:08 am,59.12,5.00,45.63,46.61,87.68,11.80,11.80,67.50,63,7.22,288.00,29.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,9.22,Yes,0.00
170,27-May-2024 10:04 am,54.76,5.00,46.55,46.91,86.33,11.90,11.90,67.40,63,6.75,335.00,29.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,9.22,Yes,0.00
170,26-May-2024 10:24 am,58.00,6.00,46.08,47.28,88.46,11.90,11.90,67.30,63,4.98,320.00,29.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,9.22,Yes,0.00
170,25-May-2024 10:24 am,66.81,13.00,39.87,44.37,68.19,11.80,11.80,67.00,63,2.49,259.00,29.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,9.21,Yes,0.00
170,24-May-2024 10:14 am,59.46,7.00,45.57,44.78,87.83,11.70,11.70,66.50,63,3.19,116.00,28.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,9.22,Yes,0.00
170,23-May-2024 10:08 am,52.11,7.00,46.37,43.70,81.91,11.90,11.90,66.40,63,2.84,169.00,29.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,9.22,Yes,0.00
170,22-May-2024 10:08 am,54.27,7.00,46.02,43.37,83.11,12.00,12.00,66.00,63,1.73,269.00,25.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,9.21,Yes,0.00
170,21-May-2024 10:15 am,59.38,12.00,42.35,41.56,72.11,11.90,11.90,65.70,63,1.40,99.00,29.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,9.21,Yes,0.00
170,20-May-2024 10:10 am,58.05,18.00,41.92,40.24,68.86,11.90,11.90,64.70,63,4.68,213.00,30.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,9.21,Yes,0.00
170,19-May-2024 10:14 am,55.56,11.00,41.56,42.70,64.98,11.90,11.90,63.80,63,5.06,238.00,29.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,9.21,Yes,0.00
170,18-May-2024 10:08 am,57.34,11.00,40.90,43.17,63.95,11.90,11.90,63.50,63,6.74,273.00,28.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,9.21,Yes,0.00
170,17-May-2024 10:05 am,48.58,10.00,43.65,43.14,66.45,11.90,11.90,63.30,63,3.79,261.00,30.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,9.22,Yes,0.00
170,16-May-2024 10:09 am,51.05,9.00,42.25,42.99,63.52,12.00,12.00,63.10,63,6.95,229.00,30.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,9.21,Yes,0.00
170,15-May-2024 10:18 am,53.06,11.00,41.58,42.54,62.80,12.10,12.10,62.80,63,5.99,232.00,28.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,9.21,Yes,0.00
170,14-May-2024 10:20 am,49.12,12.00,40.31,39.89,55.14,12.20,12.20,61.30,63,3.06,264.00,29.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,9.21,Yes,0.00
170,13-May-2024 10:13 am,54.17,19.00,37.97,37.96,51.01,12.20,12.20,60.30,63,2.92,226.00,28.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,9.21,Yes,0.00
170,12-May-2024 10:07 am,52.43,16.00,39.41,38.80,54.55,12.20,12.20,59.20,63,4.99,217.00,30.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,9.21,Yes,0.00
170,11-May-2024 10:32 am,54.32,19.00,37.17,39.09,48.60,12.30,12.30,57.00,63,4.62,194.00,29.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,9.21,Yes,0.00
170,10-May-2024 10:14 am,37.96,11.00,44.16,42.84,58.36,12.30,12.30,55.80,63,7.09,245.00,29.00,220608001,147.08,20.19,47.76,-5,-5,-5,1,1,0,11.31,10.10,11.88,0,0,0,low,40.32,9.21,Yes,0.00
